"ID","yr","ewe_age_z","age_class","prim","mass_gain","repro_tp1","frs","wean_tp1","birthdate_tp1","mismatch_tp1","pred","first_pregnant","birthdate_z","median_bdate_z","greenup_date_z","mass_fall_tm1_z","mass_fall_z","mass_spring_z","greenup_mismatch_z","code_sr","wean_mass_z"
86,2017,-0.935,"prim","TRUE",17.926,NA,NA,NA,NA,NA,"0","0",-1.099,-1.055,-0.473,-1.032,-0.449,-0.66,-0.57,"5",1.716
87,2017,-0.935,"prim","TRUE",16.26,NA,NA,NA,NA,NA,"0","0",-0.604,-1.055,-0.473,-1.498,-0.948,-0.916,-0.189,"5",-0.129
88,2017,-0.935,"prim","TRUE",17.303,"no","noLamb",NA,NA,NA,"0","0",-0.321,-1.055,-0.473,-1.379,-0.898,-0.996,0.028,"5",NA
88,2019,-0.363,"adult","FALSE",19.55,"no","noLamb",NA,NA,NA,"0","0",-0.251,0.325,-0.206,0.019,-0.149,-0.58,-0.08,"3",-0.813
89,2018,-0.935,"prim","TRUE",11.053,"yes","weaned","yes",192,48,"0","1",0.74,-0.111,-1.364,-0.795,-0.396,0.212,1.387,"3",-1.431
89,2019,-0.649,"adult","FALSE",14.209,"no","noLamb",NA,NA,NA,"0","1",2.65,0.325,-0.206,-0.371,-0.049,0.151,2.148,"3",-1.722
90,2018,-0.935,"prim","TRUE",14.348,"no","noLamb",NA,NA,NA,"0","0",-0.109,-0.111,-1.364,-0.202,-0.061,0.124,0.735,"3",-0.791
90,2020,-0.363,"adult","FALSE",27.638,"yes","notWeaned","no",160,NA,"0","0",1.73,3.011,-0.651,0.448,0.642,-0.827,1.713,"5",NA
91,2018,-0.935,"prim","TRUE",10.85,"no","noLamb",NA,NA,NA,"0","1",1.943,-0.111,-1.364,-1.399,-0.825,-0.155,2.311,"3",NA
92,2018,-0.935,"prim","TRUE",10.328,"no","noLamb",NA,NA,NA,"0","1",1.306,-0.111,-1.364,-1.667,-0.921,-0.181,1.822,"3",-0.306
93,2017,-0.363,"prim","TRUE",19.513,NA,NA,NA,NA,NA,"0","0",-0.533,-1.055,-0.473,1.016,1.551,0.978,-0.135,"3",1.243
94,2018,-0.935,"prim","TRUE",10.174,NA,NA,NA,NA,NA,"0","1",0.528,-0.111,-1.364,-0.434,-0.405,0.309,1.224,"3",-0.007
96,2017,-0.935,"prim","TRUE",15.768,"yes","weaned","yes",202,71,"0","0",-0.604,-1.055,-0.473,-0.912,-0.311,-0.275,-0.189,"3",-0.005
96,2019,-0.363,"adult","FALSE",8.384,"yes","neoDeath","no",NA,NA,"0","1",-0.109,0.325,-0.206,0.321,-0.125,0.78,0.028,"3",0.045
96,2020,-0.078,"adult","FALSE",26.927,"yes","weaned","yes",NA,NA,"0","0",NA,3.011,-0.651,-0.105,0.959,-0.452,NA,"1",NA
97,2017,-0.935,"prim","TRUE",16.887,NA,NA,NA,NA,NA,"0","0",-0.816,-1.055,-0.473,-1.1,-0.6,-0.673,-0.352,"3",NA
98,2015,-0.935,"prim","TRUE",17.029,"no","noLamb",NA,NA,NA,"0","0",NA,-0.764,-0.829,NA,-1.444,-1.462,NA,"3",NA
98,2017,-0.363,"adult","FALSE",21.507,"yes","weaned","yes",150,19,"0","0",-0.392,-1.055,-0.473,-0.578,0.445,-0.272,-0.026,"2",NA
98,2018,-0.078,"adult","FALSE",14.987,"no","noLamb",NA,NA,NA,"0","0",-0.321,-0.111,-1.364,0.456,-0.13,-0.016,0.572,"3",-0.306
99,2017,-0.649,"prim","TRUE",16.156,"yes","weaned","yes",175,44,"0","0",-0.18,-1.055,-0.473,-0.411,0.064,0.021,0.137,"5",0.553
99,2018,-0.363,"adult","FALSE",13.629,"yes","neoDeath","no",NA,NA,"0","1",1.447,-0.111,-1.364,0.082,0.243,0.488,1.931,"5",-1.391
99,2019,-0.078,"adult","FALSE",16.979,NA,NA,NA,NA,NA,"0","0",NA,0.325,-0.206,0.257,0.384,0.215,NA,"1",NA
